id,path,canonical,transcript,Canonical_time,Error
3268,train/dr2/mdss0/si2087,hh w ay l ae s er ey t dh ah k aa ng g r ih g ey sh ih n,w ay l ae s er ey dh ah k aa ng er g ey sh ih n,"[{(23, 26): 'hh'}, {(26, 28): 'w'}, {(28, 30): 'ay'}, {(30, 34): 'l'}, {(34, 40): 'ae'}, {(40, 43): 's'}, {(43, 48): 'er'}, {(48, 53): 'ey'}, {(53, 56): 't'}, {(56, 58): 'dh'}, {(58, 59): 'ah'}, {(59, 64): 'k'}, {(64, 67): 'aa'}, {(67, 70): 'ng'}, {(70, 74): 'g'}, {(74, 78): 'r'}, {(78, 81): 'ih'}, {(81, 84): 'g'}, {(84, 88): 'ey'}, {(88, 93): 'sh'}, {(93, 95): 'ih'}, {(95, 99): 'n'}]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]"
3269,train/dr2/mdss0/si1881,p aw d er f l ey m g ah sh t b ih n iy th dh ah w ae g ih n,p aw dh er f l ey m g ah sh b ih n iy th ah w ae ih n,"[{(5, 10): 'p'}, {(10, 14): 'aw'}, {(14, 17): 'd'}, {(17, 21): 'er'}, {(21, 26): 'f'}, {(26, 29): 'l'}, {(29, 34): 'ey'}, {(34, 37): 'm'}, {(37, 41): 'g'}, {(41, 46): 'ah'}, {(46, 50): 'sh'}, {(50, 55): 't'}, {(55, 57): 'b'}, {(57, 60): 'ih'}, {(60, 64): 'n'}, {(64, 67): 'iy'}, {(67, 69): 'th'}, {(69, 71): 'dh'}, {(71, 72): 'ah'}, {(72, 77): 'w'}, {(77, 81): 'ae'}, {(81, 84): 'g'}, {(84, 88): 'ih'}, {(88, 93): 'n'}]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]"
3270,train/dr3/mdss1/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae d y er d aa r s uw dh ih n g r iy s iy w ao r sh w ao dh er ao l y ih er,"[{(7, 10): 'sh'}, {(10, 16): 'iy'}, {(16, 18): 'hh'}, {(18, 23): 'ae'}, {(23, 27): 'd'}, {(27, 28): 'y'}, {(28, 29): 'uh'}, {(29, 32): 'r'}, {(32, 34): 'd'}, {(34, 39): 'aa'}, {(39, 41): 'r'}, {(41, 45): 'k'}, {(45, 49): 's'}, {(49, 54): 'uw'}, {(54, 58): 't'}, {(58, 62): 'ih'}, {(62, 67): 'n'}, {(67, 69): 'g'}, {(69, 72): 'r'}, {(72, 75): 'iy'}, {(75, 79): 's'}, {(79, 81): 'iy'}, {(81, 87): 'w'}, {(87, 93): 'ao'}, {(93, 98): 'sh'}, {(100, 105): 'w'}, {(105, 109): 'ao'}, {(109, 113): 't'}, {(113, 117): 'er'}, {(117, 121): 'ao'}, {(121, 125): 'l'}, {(125, 130): 'y'}, {(130, 134): 'ih'}, {(134, 137): 'r'}]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
3271,train/dr3/mdss1/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k eh r ih n oy l ih r ae g l ay dh ae,"[{(5, 8): 'd'}, {(8, 10): 'ow'}, {(10, 11): 'n'}, {(11, 14): 't'}, {(14, 17): 'ae'}, {(17, 21): 's'}, {(21, 27): 'k'}, {(27, 29): 'm'}, {(29, 34): 'iy'}, {(34, 35): 't'}, {(35, 36): 'uw'}, {(36, 41): 'k'}, {(41, 46): 'ae'}, {(46, 50): 'r'}, {(50, 55): 'iy'}, {(49, 53): 'ae'}, {(53, 56): 'n'}, {(56, 60): 'oy'}, {(60, 65): 'l'}, {(65, 68): 'iy'}, {(68, 74): 'r'}, {(74, 80): 'ae'}, {(80, 85): 'g'}, {(85, 90): 'l'}, {(90, 93): 'ay'}, {(93, 97): 'k'}, {(97, 101): 'dh'}, {(101, 106): 'ae'}, {(106, 110): 't'}]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
3272,train/dr3/mdss1/sx247,dh ah s ih g er eh t s ih n dh ah k l ey ae sh t r ey ow v er f l ow d ao n t uw dh ah ow k t ey b l,dh ih s ih er eh s ih n ih k l ey ae sh t r ey ow v er f l ow dh ao n d ih dh iy ow t ey l,"[{(7, 8): 'dh'}, {(8, 10): 'ah'}, {(10, 14): 's'}, {(14, 17): 'ih'}, {(17, 20): 'g'}, {(20, 23): 'er'}, {(23, 28): 'eh'}, {(28, 32): 't'}, {(32, 34): 's'}, {(34, 37): 'ih'}, {(37, 40): 'n'}, {(40, 40): 'dh'}, {(40, 41): 'ah'}, {(41, 46): 'k'}, {(46, 52): 'l'}, {(52, 56): 'ey'}, {(56, 61): 'ae'}, {(61, 67): 'sh'}, {(67, 72): 't'}, {(72, 78): 'r'}, {(78, 83): 'ey'}, {(83, 87): 'ow'}, {(87, 91): 'v'}, {(91, 94): 'er'}, {(94, 98): 'f'}, {(98, 103): 'l'}, {(103, 106): 'ow'}, {(106, 110): 'd'}, {(110, 112): 'ao'}, {(112, 116): 'n'}, {(116, 119): 't'}, {(119, 122): 'uw'}, {(122, 126): 'dh'}, {(126, 131): 'ah'}, {(131, 137): 'ow'}, {(137, 142): 'k'}, {(142, 146): 't'}, {(146, 151): 'ey'}, {(151, 156): 'b'}, {(156, 160): 'l'}]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1]"
3273,train/dr3/mdss1/sx427,eh v r iy k ae b n iy d z r ih p ey n t ih ng ao f ah n,eh v r iy k ae n iy d zh r iy p ey n ih ng ao f ah n,"[{(14, 16): 'eh'}, {(16, 18): 'v'}, {(18, 20): 'r'}, {(20, 23): 'iy'}, {(23, 28): 'k'}, {(28, 34): 'ae'}, {(34, 40): 'b'}, {(40, 42): 'n'}, {(42, 46): 'iy'}, {(46, 48): 'd'}, {(48, 53): 'z'}, {(53, 56): 'r'}, {(56, 58): 'ih'}, {(58, 61): 'p'}, {(61, 65): 'ey'}, {(65, 68): 'n'}, {(68, 71): 't'}, {(71, 74): 'ih'}, {(74, 78): 'ng'}, {(78, 82): 'ao'}, {(82, 87): 'f'}, {(87, 93): 'ah'}, {(93, 98): 'n'}]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
3274,train/dr3/mdss1/sx157,r ih m uw v dh ah s p l ih n t er w ih dh ah p ae r ah v t w iy z er z,r m uw v dh ih s p l ih n er w ih dh ah p eh er v t w iy z er z,"[{(8, 10): 'r'}, {(10, 13): 'ih'}, {(13, 14): 'm'}, {(14, 17): 'uw'}, {(17, 20): 'v'}, {(20, 23): 'dh'}, {(23, 24): 'ah'}, {(24, 28): 's'}, {(28, 30): 'p'}, {(30, 33): 'l'}, {(33, 35): 'ih'}, {(35, 39): 'n'}, {(39, 41): 't'}, {(41, 45): 'er'}, {(45, 47): 'w'}, {(47, 49): 'ih'}, {(49, 53): 'dh'}, {(53, 55): 'ah'}, {(55, 57): 'p'}, {(57, 61): 'ae'}, {(61, 65): 'r'}, {(65, 68): 'ah'}, {(68, 71): 'v'}, {(71, 77): 't'}, {(77, 81): 'w'}, {(81, 86): 'iy'}, {(86, 92): 'z'}, {(92, 96): 'er'}, {(96, 101): 'z'}]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
3275,train/dr3/mdss1/sx337,b aa b b ae n d ih jh d b ow th w uw n d z w ih dh dh ah s k ih l ah v ah d aa k t er,b aa b ae n d ih jh b ow th w uw n z w dh ih s k ih l v ah d aa t er,"[{(7, 10): 'b'}, {(10, 14): 'aa'}, {(14, 17): 'b'}, {(17, 20): 'b'}, {(20, 23): 'ae'}, {(23, 26): 'n'}, {(26, 28): 'd'}, {(28, 30): 'ih'}, {(30, 34): 'jh'}, {(34, 35): 'd'}, {(35, 40): 'b'}, {(40, 46): 'ow'}, {(46, 50): 'th'}, {(53, 56): 'w'}, {(56, 57): 'uw'}, {(57, 60): 'n'}, {(60, 62): 'd'}, {(62, 65): 'z'}, {(65, 67): 'w'}, {(67, 68): 'ih'}, {(68, 68): 'dh'}, {(67, 69): 'dh'}, {(69, 71): 'ah'}, {(71, 75): 's'}, {(75, 80): 'k'}, {(80, 83): 'ih'}, {(83, 87): 'l'}, {(87, 87): 'ah'}, {(87, 88): 'v'}, {(88, 93): 'ah'}, {(93, 96): 'd'}, {(96, 101): 'aa'}, {(101, 106): 'k'}, {(106, 110): 't'}, {(110, 114): 'er'}]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1]"
3276,train/dr3/mdss1/sx67,l ae s t y ih r z g ae s sh ao r t ih jh k ao z d s t iy p p r ay s ih n k r iy s ih z,l ae s jh ih er z g ae sh ao r dh ih jh k ao s t iy p r ay s ih n k r iy s ih z,"[{(7, 10): 'l'}, {(10, 13): 'ae'}, {(13, 17): 's'}, {(17, 20): 't'}, {(20, 23): 'y'}, {(23, 26): 'ih'}, {(26, 28): 'r'}, {(28, 32): 'z'}, {(32, 35): 'g'}, {(35, 40): 'ae'}, {(40, 43): 's'}, {(43, 46): 'sh'}, {(46, 49): 'ao'}, {(49, 53): 'r'}, {(53, 56): 't'}, {(56, 58): 'ih'}, {(58, 61): 'jh'}, {(61, 67): 'k'}, {(67, 72): 'ao'}, {(72, 78): 'z'}, {(78, 83): 'd'}, {(83, 85): 's'}, {(85, 88): 't'}, {(88, 91): 'iy'}, {(91, 93): 'p'}, {(93, 96): 'p'}, {(96, 99): 'r'}, {(99, 104): 'ay'}, {(104, 107): 's'}, {(107, 112): 'ih'}, {(112, 115): 'n'}, {(115, 120): 'k'}, {(120, 124): 'r'}, {(124, 129): 'iy'}, {(129, 134): 's'}, {(134, 137): 'ih'}, {(137, 142): 'z'}]","[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3277,train/dr3/mdss1/si697,b ah t f r ah m dh ah s t aa r t dh ey hh ae d t uw ih m p ao r t ah n t ih n g r iy d iy ah n t s s ih n s eh r ih t iy ae n d r iy l ih z m,b ah f r ah m dh ih s t aa r dh ey eh t uw ah m p ao r n ih ng g r iy dh iy ih n s n s eh er dh iy ih n r ih l ih z ah m,"[{(5, 8): 'b'}, {(8, 10): 'ah'}, {(10, 11): 't'}, {(11, 14): 'f'}, {(14, 16): 'r'}, {(16, 17): 'ah'}, {(17, 20): 'm'}, {(20, 21): 'dh'}, {(21, 23): 'ah'}, {(23, 28): 's'}, {(28, 32): 't'}, {(32, 35): 'aa'}, {(35, 40): 'r'}, {(40, 43): 't'}, {(43, 46): 'dh'}, {(46, 48): 'ey'}, {(48, 50): 'hh'}, {(50, 53): 'ae'}, {(53, 55): 'd'}, {(55, 58): 't'}, {(58, 64): 'uw'}, {(64, 66): 'ih'}, {(66, 68): 'm'}, {(68, 69): 'p'}, {(69, 71): 'ao'}, {(71, 73): 'r'}, {(73, 75): 't'}, {(75, 78): 'ah'}, {(78, 80): 'n'}, {(80, 81): 't'}, {(81, 84): 'ih'}, {(84, 87): 'n'}, {(87, 91): 'g'}, {(91, 93): 'r'}, {(93, 95): 'iy'}, {(95, 98): 'd'}, {(98, 101): 'iy'}, {(101, 105): 'ah'}, {(105, 108): 'n'}, {(108, 111): 't'}, {(111, 113): 's'}, {(109, 112): 's'}, {(112, 114): 'ih'}, {(114, 118): 'n'}, {(118, 121): 's'}, {(121, 124): 'eh'}, {(124, 129): 'r'}, {(129, 132): 'ih'}, {(132, 135): 't'}, {(135, 138): 'iy'}, {(138, 140): 'ae'}, {(140, 142): 'n'}, {(142, 144): 'd'}, {(144, 148): 'r'}, {(148, 154): 'iy'}, {(154, 159): 'l'}, {(159, 163): 'ih'}, {(163, 167): 'z'}, {(167, 172): 'm'}]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1]"
3278,train/dr3/mdss1/si1327,s ah m t ay m z ao l dh ow b ay n ow m iy n z ao l w ey z dh iy z aa r ih n d iy d ae l k ah l ay n,s ah m t ay m z ao l dh ow b ay n ow m iy n z ao l w ih z iy z er ih n d iy dh ae l k ah l ay n,"[{(5, 10): 's'}, {(10, 14): 'ah'}, {(14, 17): 'm'}, {(17, 21): 't'}, {(21, 26): 'ay'}, {(26, 29): 'm'}, {(29, 34): 'z'}, {(34, 37): 'ao'}, {(37, 42): 'l'}, {(42, 47): 'dh'}, {(47, 53): 'ow'}, {(53, 58): 'b'}, {(58, 65): 'ay'}, {(65, 68): 'n'}, {(68, 72): 'ow'}, {(72, 77): 'm'}, {(77, 80): 'iy'}, {(80, 82): 'n'}, {(82, 85): 'z'}, {(85, 90): 'ao'}, {(90, 94): 'l'}, {(94, 98): 'w'}, {(98, 103): 'ey'}, {(103, 107): 'z'}, {(107, 110): 'dh'}, {(110, 112): 'iy'}, {(112, 115): 'z'}, {(115, 119): 'aa'}, {(119, 123): 'r'}, {(123, 126): 'ih'}, {(126, 130): 'n'}, {(130, 133): 'd'}, {(133, 136): 'iy'}, {(136, 138): 'd'}, {(138, 143): 'ae'}, {(143, 147): 'l'}, {(147, 151): 'k'}, {(151, 156): 'ah'}, {(156, 161): 'l'}, {(161, 164): 'ay'}, {(164, 168): 'n'}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
3279,train/dr3/mdss1/si1713,hh iy m ey t r ay t uw f ow n ah s,hh iy m ey t r ay dh ih f ow n ah s,"[{(5, 8): 'hh'}, {(8, 10): 'iy'}, {(10, 16): 'm'}, {(16, 20): 'ey'}, {(20, 24): 't'}, {(24, 28): 'r'}, {(28, 33): 'ay'}, {(33, 34): 't'}, {(34, 35): 'uw'}, {(35, 40): 'f'}, {(40, 46): 'ow'}, {(46, 50): 'n'}, {(50, 57): 'ah'}, {(57, 65): 's'}]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1]"
3280,train/dr3/mdtb0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh er d aa r k s uw t ih n g r iy s iy w aa sh w ao dh er ao l y ih er,"[{(5, 10): 'sh'}, {(10, 16): 'iy'}, {(16, 20): 'hh'}, {(20, 23): 'ae'}, {(23, 28): 'd'}, {(26, 28): 'y'}, {(28, 29): 'uh'}, {(29, 32): 'r'}, {(32, 34): 'd'}, {(34, 39): 'aa'}, {(39, 42): 'r'}, {(42, 46): 'k'}, {(46, 52): 's'}, {(52, 56): 'uw'}, {(56, 60): 't'}, {(60, 61): 'ih'}, {(61, 64): 'n'}, {(64, 68): 'g'}, {(68, 71): 'r'}, {(71, 74): 'iy'}, {(74, 79): 's'}, {(79, 82): 'iy'}, {(82, 87): 'w'}, {(87, 93): 'ao'}, {(93, 98): 'sh'}, {(100, 104): 'w'}, {(104, 107): 'ao'}, {(107, 110): 't'}, {(110, 112): 'er'}, {(112, 115): 'ao'}, {(115, 119): 'l'}, {(119, 123): 'y'}, {(123, 126): 'ih'}, {(126, 130): 'r'}]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
3281,train/dr3/mdtb0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k eh r iy ih n oy l iy r ae g l ay dh ae t,"[{(5, 8): 'd'}, {(8, 10): 'ow'}, {(10, 14): 'n'}, {(14, 16): 't'}, {(16, 20): 'ae'}, {(20, 26): 's'}, {(26, 29): 'k'}, {(32, 34): 'm'}, {(34, 39): 'iy'}, {(39, 40): 't'}, {(40, 42): 'uw'}, {(42, 46): 'k'}, {(46, 52): 'ae'}, {(52, 56): 'r'}, {(56, 60): 'iy'}, {(60, 62): 'ae'}, {(62, 65): 'n'}, {(65, 70): 'oy'}, {(70, 78): 'l'}, {(78, 83): 'iy'}, {(83, 91): 'r'}, {(91, 96): 'ae'}, {(96, 103): 'g'}, {(103, 106): 'l'}, {(106, 109): 'ay'}, {(109, 112): 'k'}, {(112, 116): 'dh'}, {(116, 122): 'ae'}, {(122, 128): 't'}]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
3282,train/dr3/mdtb0/sx120,dh ah k ay ow t iy b aa b k ae t ae n d hh ay iy n ah aa r w ay l d ae n ih m l z,dh ih k ay ow dh iy b aa k ae ae n hh ay iy n ah aa r w ay l dh ae n ih m l z,"[{(5, 8): 'dh'}, {(8, 10): 'ah'}, {(10, 14): 'k'}, {(14, 20): 'ay'}, {(20, 26): 'ow'}, {(26, 32): 't'}, {(32, 37): 'iy'}, {(47, 52): 'b'}, {(52, 56): 'aa'}, {(56, 60): 'b'}, {(60, 65): 'k'}, {(65, 68): 'ae'}, {(68, 72): 't'}, {(72, 74): 'ae'}, {(74, 77): 'n'}, {(77, 79): 'd'}, {(79, 82): 'hh'}, {(82, 87): 'ay'}, {(87, 92): 'iy'}, {(92, 95): 'n'}, {(95, 100): 'ah'}, {(105, 108): 'aa'}, {(108, 111): 'r'}, {(111, 113): 'w'}, {(113, 117): 'ay'}, {(117, 120): 'l'}, {(120, 124): 'd'}, {(124, 128): 'ae'}, {(128, 132): 'n'}, {(132, 135): 'ih'}, {(135, 138): 'm'}, {(138, 141): 'l'}, {(141, 145): 'z'}]","[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
3283,train/dr3/mdtb0/sx300,ah m iy b ah z ch ey n jh sh ey p ao aa n s t ih n t l iy,ah m iy b ih z ch ey n sh ey p k aa n s t ih n l iy,"[{(5, 10): 'ah'}, {(10, 16): 'm'}, {(16, 20): 'iy'}, {(20, 24): 'b'}, {(24, 29): 'ah'}, {(29, 34): 'z'}, {(34, 40): 'ch'}, {(40, 43): 'ey'}, {(43, 47): 'n'}, {(47, 52): 'jh'}, {(52, 57): 'sh'}, {(57, 64): 'ey'}, {(64, 69): 'p'}, {(69, 72): 'ao'}, {(72, 75): 'aa'}, {(75, 78): 'n'}, {(78, 81): 's'}, {(81, 83): 't'}, {(83, 86): 'ih'}, {(86, 88): 'n'}, {(88, 92): 't'}, {(92, 94): 'l'}, {(94, 96): 'iy'}]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
3284,train/dr3/mdtb0/sx321,dh ah g r aw n d hh ao g k l ih r l iy s ao hh ih z sh ae d ow b ah t s t ey d aw t ow n l iy ah m ow m ah n t,dh ih g r aw n hh ah k l ih er l iy s ao hh ih sh ae dh ow b ih t s t ey dh aw ow n l iy ah m ow m ih n t,"[{(5, 8): 'dh'}, {(8, 10): 'ah'}, {(10, 13): 'g'}, {(13, 16): 'r'}, {(16, 18): 'aw'}, {(18, 21): 'n'}, {(21, 24): 'd'}, {(24, 28): 'hh'}, {(28, 32): 'ao'}, {(32, 34): 'g'}, {(34, 36): 'k'}, {(36, 40): 'l'}, {(40, 42): 'ih'}, {(42, 46): 'r'}, {(46, 47): 'l'}, {(47, 50): 'iy'}, {(50, 57): 's'}, {(57, 65): 'ao'}, {(65, 67): 'hh'}, {(67, 68): 'ih'}, {(68, 70): 'z'}, {(70, 77): 'sh'}, {(77, 82): 'ae'}, {(82, 87): 'd'}, {(87, 93): 'ow'}, {(93, 97): 'b'}, {(97, 100): 'ah'}, {(100, 104): 't'}, {(104, 108): 's'}, {(108, 111): 't'}, {(111, 114): 'ey'}, {(114, 117): 'd'}, {(117, 122): 'aw'}, {(122, 126): 't'}, {(126, 131): 'ow'}, {(131, 134): 'n'}, {(134, 137): 'l'}, {(137, 141): 'iy'}, {(141, 143): 'ah'}, {(143, 146): 'm'}, {(146, 149): 'ow'}, {(149, 154): 'm'}, {(154, 157): 'ah'}, {(157, 161): 'n'}, {(161, 163): 't'}]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
3285,train/dr3/mdtb0/sx210,jh eh f s t oy g ow k aa r t n eh v er w er k t,jh eh f s t oy g ow k aa r n eh v er w er t,"[{(11, 17): 'jh'}, {(17, 21): 'eh'}, {(21, 27): 'f'}, {(27, 32): 's'}, {(32, 40): 't'}, {(40, 47): 'oy'}, {(47, 53): 'g'}, {(53, 57): 'ow'}, {(57, 61): 'k'}, {(61, 66): 'aa'}, {(66, 69): 'r'}, {(69, 73): 't'}, {(73, 77): 'n'}, {(77, 80): 'eh'}, {(80, 81): 'v'}, {(81, 84): 'er'}, {(84, 90): 'w'}, {(90, 93): 'er'}, {(93, 98): 'k'}, {(98, 104): 't'}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]"
3286,train/dr3/mdtb0/sx390,hh iy p ih k t ah p n ay n p ae r z ah v s aa k s f ao r iy ch b r ah dh er,hh iy p ih k t ah n ay n p ae r z ah v s aa s f er iy ch b r ah dh er,"[{(5, 8): 'hh'}, {(8, 10): 'iy'}, {(10, 14): 'p'}, {(14, 17): 'ih'}, {(17, 20): 'k'}, {(20, 24): 't'}, {(24, 28): 'ah'}, {(28, 32): 'p'}, {(32, 36): 'n'}, {(36, 41): 'ay'}, {(41, 46): 'n'}, {(46, 49): 'p'}, {(49, 54): 'ae'}, {(54, 57): 'r'}, {(57, 60): 'z'}, {(60, 64): 'ah'}, {(64, 67): 'v'}, {(67, 71): 's'}, {(71, 77): 'aa'}, {(77, 81): 'k'}, {(81, 86): 's'}, {(86, 87): 'f'}, {(87, 90): 'ao'}, {(90, 91): 'r'}, {(91, 95): 'iy'}, {(95, 100): 'ch'}, {(100, 104): 'b'}, {(104, 107): 'r'}, {(107, 110): 'ah'}, {(110, 112): 'dh'}, {(112, 115): 'er'}]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
3287,train/dr3/mdtb0/si570,dh ah b r ih s l z aa r s ao f t ih n ah f t uw m ah s aa zh dh ah g ah m z ae n d n aa t s k r ae ch dh ah ih n ae m l,dh ah b r ih s l z aa r s ao f t ih n ah f t ih m ah s aa zh dh ih g ah m z ih n aa s k r ae ch dh iy ih n ae m l,"[{(5, 7): 'dh'}, {(7, 8): 'ah'}, {(8, 11): 'b'}, {(11, 14): 'r'}, {(14, 18): 'ih'}, {(18, 21): 's'}, {(21, 26): 'l'}, {(26, 28): 'z'}, {(28, 30): 'aa'}, {(30, 34): 'r'}, {(34, 37): 's'}, {(37, 41): 'ao'}, {(41, 46): 'f'}, {(46, 50): 't'}, {(50, 54): 'ih'}, {(54, 56): 'n'}, {(56, 58): 'ah'}, {(58, 61): 'f'}, {(61, 65): 't'}, {(65, 67): 'uw'}, {(67, 71): 'm'}, {(71, 75): 'ah'}, {(75, 80): 's'}, {(80, 84): 'aa'}, {(84, 88): 'zh'}, {(88, 91): 'dh'}, {(91, 93): 'ah'}, {(93, 96): 'g'}, {(96, 101): 'ah'}, {(101, 106): 'm'}, {(106, 110): 'z'}, {(110, 112): 'ae'}, {(112, 114): 'n'}, {(114, 117): 'd'}, {(113, 117): 'n'}, {(117, 121): 'aa'}, {(121, 125): 't'}, {(125, 129): 's'}, {(129, 133): 'k'}, {(133, 136): 'r'}, {(136, 139): 'ae'}, {(139, 142): 'ch'}, {(142, 145): 'dh'}, {(145, 148): 'ah'}, {(148, 151): 'ih'}, {(151, 155): 'n'}, {(155, 159): 'ae'}, {(159, 162): 'm'}, {(162, 164): 'l'}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
3288,train/dr3/mdtb0/si1200,l eh t hh ih m b ih k ah m aa n ih s t ae n d dh ey d ih s k aa r d hh ih m,l eh t ih m b iy k ah m aa n ih s t ae n dh ey d ih s k aa r dh ih m,"[{(5, 7): 'l'}, {(7, 10): 'eh'}, {(10, 11): 't'}, {(11, 14): 'hh'}, {(14, 16): 'ih'}, {(16, 17): 'm'}, {(17, 20): 'b'}, {(20, 23): 'ih'}, {(23, 27): 'k'}, {(27, 30): 'ah'}, {(30, 34): 'm'}, {(34, 39): 'aa'}, {(39, 42): 'n'}, {(42, 47): 'ih'}, {(47, 52): 's'}, {(52, 56): 't'}, {(56, 57): 'ae'}, {(57, 58): 'n'}, {(58, 59): 'd'}, {(59, 64): 'dh'}, {(64, 67): 'ey'}, {(67, 69): 'd'}, {(69, 72): 'ih'}, {(72, 75): 's'}, {(75, 79): 'k'}, {(79, 81): 'aa'}, {(81, 83): 'r'}, {(83, 86): 'd'}, {(86, 88): 'hh'}, {(88, 90): 'ih'}, {(90, 92): 'm'}]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]"
