id,path,canonical,transcript
THA_Nu_6_S0001_130,audio_data/train/THA_Nu_6_S0001_130.wav,k ɔ-0 nz tʰ ɨə-0 k o-0 l aː-1 v i-1 s ɛ-3 m ɛ-5 tʰ ə-4 iz k aː-4 kz k ɔ-0 nz z ə-4 tz iə-0 uz tʰ ɨə-0 ŋz ɲ a-0 uz aː-0,k ɔ-0 nz tʰ ɨə-0 k o-0 l aː-1 v i-1 s ɛ-3 m ɛ-5 tʰ ə-4 iz k aː-4 kz k ɔ-0 nz z ə-4 tz iə-0 uz tʰ ɨə-0 ŋz ɲ a-0 uz aː-0
THA_Nu_6_S00042_172,audio_data/train/THA_Nu_6_S00042_172.wav,x o-0 ŋmz ɗ ɨə-5 kz m əː-3 k ɨə-3,x o-0 ŋmz ɗ ɨə-5 kz m əː-3 k ɨə-3
PTL_7_NU_S0008_102,audio_data/train/PTL_7_NU_S0008_102.wav,t əː-4 ɲ i-1 nz tʰ ə-4 iz m o-5 tz k ɔ-0 nz ŋ ɨə-5 v a-1 nz,t əː-4 ɲ i-1 nz tʰ ə-4 iz m o-5 tz k ɔ-0 nz ŋ ɨə-5 v a-1 nz
CNBA_Nu_6_S0003_53,audio_data/train/CNBA_Nu_6_S0003_53.wav,t͡ɕ e-0 nz m a-5 tz ɓ iə-3 nz ɓ ɔ-5 nz k aː-4 t͡ɕ w o-1 nz h a-1 mz h a-0 mz h əː-3 l ɨə-4 tz ɗ i-0,t͡ɕ e-0 nz m a-5 tz ɓ iə-3 nz ɓ ɔ-5 nz k aː-4 t͡ɕ w o-1 nz h a-1 mz h a-0 mz h əː-3 l ɨə-4 tz ɗ i-0
HYT_Nu_6_S0005_31,audio_data/train/HYT_Nu_6_S0005_31.wav,k ɔ-0 nz tʰ u-4 ɗ ɔ-4 z ə-4 tz h iə-1 nz,k ɔ-0 nz tʰ u-4 ɗ ɔ-4 z ə-4 tz h iə-1 nz
HYT_Nu_6_S0005_26,audio_data/train/HYT_Nu_6_S0005_26.wav,n ɔ-4 k w aː-4 tz t ɔ-0 l aː-1 mz t͡ɕ w o-5 tz k ɔ-0 nz z ə-4 tz s əː-5,n ɔ-4 k w aː-4 tz t ɔ-0 l aː-1 mz t͡ɕ w o-5 tz k ɔ-0 nz z ə-4 tz s əː-5
NMA_7_NU_S0002_176,audio_data/train/NMA_7_NU_S0002_176.wav,ɓ a-4 kz tʰ aː-0 ŋz ɓ ɛ-3 o-3 iz t͡ɕ i-4 nz v aː-1 ŋz t͡ɕ e-0 nz k ə-0 iz,ɓ a-4 kz tʰ aː-0 ŋz ɓ ɛ-3 o-3 iz t͡ɕ i-4 nz v aː-1 ŋz t͡ɕ e-0 nz k ə-0 iz
TTD_7_NAM_S0001_44,audio_data/train/TTD_7_NAM_S0001_44.wav,z o-1 iz ɓ ə-0 iz z əː-1 tʰ i-1 t͡ɕ u-4 ŋmz m i-1 ŋ̟z k u-1 ŋmz ɗ ɔ-5 kpz t͡ɕ o-2 k aː-4 iz f ə-1 nz n a-1 iz ɲ aː-4,z o-1 iz ɓ ə-0 iz z əː-1 tʰ i-1 t͡ɕ u-4 ŋmz m i-1 ŋ̟z k u-1 ŋmz ɗ ɔ-5 kpz t͡ɕ o-2 k aː-4 iz f ə-1 nz n a-1 iz ɲ aː-4
NHM_7_NU_S0006_137,audio_data/train/NHM_7_NU_S0006_137.wav,ɓ ə-0 iz z əː-1 ɗ e-4 nz l ɨə-5 tz m i-1 ŋ̟z ɗ ɔ-5 kpz ɲ aː-4 ɓ aː-5 nz,ɓ ə-0 iz z əː-1 ɗ e-4 nz l ɨə-5 tz m i-1 ŋ̟z ɗ ɔ-5 kpz ɲ aː-4 ɓ aː-5 nz
NHM_7_NU_S0006_72,audio_data/train/NHM_7_NU_S0006_72.wav,k ɨ-3 uz l ɔ-0 ŋmz t͡ɕ i-4 ŋ̟z l aː-1 m o-5 tz z ɔ-1 ŋmz s o-0 ŋmz l əː-4 nz t͡ɕ a-3 iz k w aː-0 ɲ iə-1 uz t i-3 ŋ̟z əː-0 m iə-1 nz n aː-0 mz n ɨə-4 kz t aː-0,k ɨ-3 uz l ɔ-0 ŋmz t͡ɕ i-4 ŋ̟z l aː-1 m o-5 tz z ɔ-1 ŋmz s o-0 ŋmz l əː-4 nz t͡ɕ a-3 iz k w aː-0 ɲ iə-1 uz t i-3 ŋ̟z əː-0 m iə-1 nz n aː-0 mz n ɨə-4 kz t aː-0
THA_7_NU_S0043_110,audio_data/train/THA_7_NU_S0043_110.wav,t əː-4 h ɔ-3 iz k ə-5 uz t͡ɕ w iə-5 nz ɣ i-1 s a-3 iz z aː-0 ŋ w aː-1 iz h eaː-1 ŋ̟z l aː-0 ŋz x i-0 tʰ ə-1 iz z aː-4 uz ɗ aː-0 ŋz v iə-4 tz ɓ aː-1 iz,t əː-4 h ɔ-3 iz k ə-5 uz t͡ɕ w iə-5 nz ɣ i-1 s a-3 iz z aː-0 ŋ w aː-1 iz h eaː-1 ŋ̟z l aː-0 ŋz x i-0 tʰ ə-1 iz z aː-4 uz ɗ aː-0 ŋz v iə-4 tz ɓ aː-1 iz
THA_Nu_6_S00042_14,audio_data/train/THA_Nu_6_S00042_14.wav,s ɛ-3 ɓ o-4 ɗ aː-2 n ɔ-4 iz ɣ i-1 ɗ e-3 s ɛ-3 k ɔ-0 nz x o-0 ŋmz s əː-5 n ɨə-2,s ɛ-3 ɓ o-4 ɗ aː-2 n ɔ-4 iz ɣ i-1 ɗ e-3 s ɛ-5 k ɔ-0 nz x o-0 ŋmz s əː-5 n ɨə-2
THA_Nu_6_S00042_50,audio_data/train/THA_Nu_6_S00042_50.wav,h o-3 ɲ əː-1 tʰ ɔ-3 k e-0 t i-0 v i-0,h o-3 ɲ əː-1 tʰ ɔ-3 k e-0 t i-0 v i-0
THA_Nu_6_S00042_114,audio_data/train/THA_Nu_6_S00042_114.wav,k u-3 t ɨ-1 l aː-4 tʰ ɨ-0 k ɨ-3 t aː-5,k u-3 t ɨ-1 l aː-4 tʰ ɨ-0 k ɨ-3 t aː-5
TTD_7_NAM_S0001_151,audio_data/train/TTD_7_NAM_S0001_151.wav,l aː-1 l əː-1 iz k uə-3 t aː-4 kz z aː-3 v iə-4 tz v e-1 k ɔ-0 nz t͡ɕ ə-0 uz,l aː-1 l əː-1 iz k uə-3 t aː-4 kz z aː-3 v iə-4 tz v e-1 k ɔ-0 nz t͡ɕ ə-0 uz
CNBA_Nu_6_S0003_34,audio_data/train/CNBA_Nu_6_S0003_34.wav,v aː-1 uz ɗ e-4 nz n əː-0 iz e-4 k̟z ɲ a-3 iz t ɔ-4 tz l e-0 nz z ɨə-1 ŋz,v aː-1 uz ɗ e-4 nz n əː-0 iz e-4 k̟z ɲ a-3 iz t ɔ-4 tz l e-0 nz z ɨə-1 ŋz
GQM_Nam_6_S0006_59,audio_data/train/GQM_Nam_6_S0006_59.wav,t u-4 eaː-0 ŋ̟z əː-0 iz k ə-5 uz ɗ aː-2 ɗ ɨə-5 kz ɗ i-0 ɓ iə-3 nz t͡ɕ ɨə-0,t u-4 eaː-0 ŋ̟z əː-0 iz k ə-5 uz ɗ aː-2 ɗ ɨə-5 kz ɗ i-0 ɓ iə-3 nz t͡ɕ ɨə-0
CNBA_Nu_6_S0003_153,audio_data/train/CNBA_Nu_6_S0003_153.wav,t ɨ-5 ɲ iə-0 nz m ə-4 tz h u-4 tz k aː-4 m a-0 ŋz k aː-4 m ə-5 pz ŋ əː-4 z aː-0,t ɨ-5 ɲ iə-0 nz m ə-4 tz h u-4 tz k aː-4 m a-0 ŋz k aː-4 m ə-5 pz ŋ əː-4 z aː-0
THA_Nu_6_S00042_15,audio_data/train/THA_Nu_6_S00042_15.wav,s ɛ-3 k aː-0 z i-0 v i-0 n aː-0 mz k w aː-1 k w aː-1,s ɛ-3 k aː-0 z i-0 v i-0 n aː-0 mz k w aː-1 k w aː-1
PC_7_NAM_S0004_27,audio_data/train/PC_7_NAM_S0004_27.wav,ɗ aː-1 nz k ɔ-1 ɗ aː-1 nz k ɔ-1 h aː-5 k eaː-4 ŋ̟z z ɛ-0 uz m ɨ-1 ŋz,ɗ aː-1 nz k ɔ-1 ɗ aː-1 nz k ɔ-1 h aː-5 k eaː-4 ŋ̟z z ɛ-0 uz m ɨ-1 ŋz
THA_Nu_6_S00042_95,audio_data/train/THA_Nu_6_S00042_95.wav,t͡ɕ i-5 t͡ɕ ɔ-2 t͡ɕ i-3 t͡ɕ ɔ-4,t͡ɕ i-5 t͡ɕ ɔ-2 t͡ɕ i-3 t͡ɕ ɔ-4
PTL_7_NU_S0008_88,audio_data/train/PTL_7_NU_S0008_88.wav,k ɔ-0 nz v ɔ-0 iz m aː-1 k ɔ-4 h aː-0 iz ŋ aː-1,k ɔ-0 nz v ɔ-0 iz m aː-1 k ɔ-4 h aː-0 iz ŋ aː-1
TTT_Nu_6_S00049_3,audio_data/train/TTT_Nu_6_S00049_3.wav,ɓ ɛ-4 l e-0 m e-0 t i-0 v i-0,ɓ ɛ-4 l e-0 m e-0 t i-0 v i-0
PTL_7_NU_S0008_93,audio_data/train/PTL_7_NU_S0008_93.wav,ɗ ɔ-5 kpz l aː-5 iz h w a-5 kz k e-3 l aː-5 iz t͡ɕ ɔ-0 k aː-4 kz ɓ aː-5 nz ŋ ɛ-0 m o-5 tz t͡ɕ w iə-5 nz h w a-5 kz m o-5 tz ɗ w aː-5 nz t͡ɕ w iə-5 nz m o-5 tz ɓ aː-1 iz tʰ əː-0 ɲ ɛ-4,ɗ ɔ-5 kpz l aː-5 iz h w a-5 kz k e-3 l aː-5 iz t͡ɕ ɔ-0 k aː-4 kz ɓ aː-5 nz ŋ ɛ-0 m o-5 tz t͡ɕ w iə-5 nz h w a-5 kz m o-5 tz ɗ w aː-5 nz t͡ɕ w iə-5 nz m o-5 tz ɓ aː-1 iz tʰ əː-0 ɲ ɛ-4
CNBA_Nu_6_S0003_159,audio_data/train/CNBA_Nu_6_S0003_159.wav,k aː-4 m a-0 ŋz ɓ ɛ-1 nz ɲ o-0 l e-0 nz ɓ aː-4 mz t͡ɕ a-5 tz tʰ ə-0 nz t͡ɕ e-0 nz k aː-4 m ə-5 pz,k aː-4 m a-0 ŋz ɓ ɛ-1 nz ɲ o-0 l e-0 nz ɓ aː-4 mz t͡ɕ a-5 tz tʰ ə-0 nz t͡ɕ e-0 nz k aː-4 m ə-5 pz
PTL_7_NU_S0008_165,audio_data/train/PTL_7_NU_S0008_165.wav,t əː-4 ɲ i-1 nz tʰ ə-4 iz t əː-4 ɲ i-1 nz tʰ ə-4 iz k ɔ-0 nz tʰ ɔ-3,t əː-4 ɲ i-1 nz tʰ ə-4 iz t əː-4 ɲ i-1 nz tʰ ə-4 iz k ɔ-0 nz tʰ ɔ-3
TPA_Nu_6_S0009_189,audio_data/train/TPA_Nu_6_S0009_189.wav,n aː-1 ŋz ɗ eaː-1 ŋ̟z k e-3 v əː-4 iz v uə-0 t͡ɕ aː-0 v e-1 t͡ɕ w iə-5 nz n aː-1 ŋz ɗ aː-2 h ɨə-4 v əː-4 iz e-4 k̟z,n aː-1 ŋz ɗ eaː-1 ŋ̟z k e-3 v əː-4 iz v uə-0 t͡ɕ aː-0 v e-1 t͡ɕ w iə-5 nz n aː-1 ŋz ɗ aː-2 h ɨə-4 v əː-4 iz e-4 k̟z
NDBA_7_NAM_S0010_83,audio_data/train/NDBA_7_NAM_S0010_83.wav,t͡ɕ u-3 ɲ ə-0 nz t o-0 iz s i-0 nz ɣ ɨ-3 iz t əː-4 iz ŋ aː-1 iz l əː-1 iz t͡ɕ aː-1 uz m ɨ-1 ŋz k u-1 ŋmz m ɔ-4 nz k w aː-1 ɓ iə-4 uz n a-1 iz,t͡ɕ u-3 ɲ ə-0 nz t o-0 iz s i-0 nz ɣ ɨ-3 iz t əː-4 iz ŋ aː-1 iz l əː-1 iz t͡ɕ aː-1 uz m ɨ-1 ŋz k u-1 ŋmz m ɔ-4 nz k w aː-1 ɓ iə-4 uz n a-1 iz
LXT_Nam_6_S0008_126,audio_data/train/LXT_Nam_6_S0008_126.wav,n ɔ-4 aː-0 nz w i-3 z o-1 iz ɣ ɨ-3 iz t a-5 ŋz ɓ o-0 ŋmz h o-1 ŋmz t͡ɕ iə-4 kz x a-0 nz v aː-1 ŋz ɔ-4 ŋmz,n ɔ-4 aː-0 nz w i-3 z o-1 iz ɣ ɨ-3 iz t a-5 ŋz ɓ o-0 ŋmz h o-1 ŋmz t͡ɕ iə-4 kz x a-0 nz v aː-1 ŋz ɔ-4 ŋmz
THA_Nu_6_S00042_65,audio_data/train/THA_Nu_6_S00042_65.wav,ɗ o-4 ɓ aː-5 nz t i-1 mz t iə-4 ŋz n aː-1 uz k ɔ-4 ə-0 mz tʰ əː-1,ɗ o-4 ɓ aː-5 nz t i-1 mz t iə-4 ŋz n aː-1 uz k ɔ-4 ə-0 mz tʰ əː-1
NTN_7_NU_S0042_54,audio_data/train/NTN_7_NU_S0042_54.wav,k o-0 z a-5 iz ɛ-0 mz t ə-5 pz v iə-4 tz,k o-0 z a-5 iz ɛ-0 mz t ə-5 pz v iə-4 tz
NDBA_7_NAM_S0010_25,audio_data/train/NDBA_7_NAM_S0010_25.wav,k ə-5 uz k ɔ-4 tʰ e-3 k e-3 t͡ɕ ɔ-0 t əː-4 ɓ aː-1 iz n a-1 iz l aː-5 iz ɗ ɨə-5 kz x o-0 ŋmz,k ə-5 uz k ɔ-4 tʰ e-3 k e-3 t͡ɕ ɔ-0 t əː-4 ɓ aː-1 iz n a-1 iz l aː-5 iz ɗ ɨə-5 kz x o-0 ŋmz
PTL_7_NU_S0008_21,audio_data/train/PTL_7_NU_S0008_21.wav,ɲ ɨ-2 ŋz k ɔ-0 nz v ə-5 tz ɲ ɔ-3 n aː-1 uz x o-0 ŋmz ɗ ɨə-5 kz tʰ aː-0 ɗ i-5 uz h a-0 iz k ɔ-2 ŋmz f aː-3 iz t ɨ-5 ɗ i-0 tʰ ɛ-0 uz m ɛ-5,ɲ ɨ-2 ŋz k ɔ-0 nz v ə-5 tz ɲ ɔ-3 n aː-1 uz x o-0 ŋmz ɗ ɨə-5 kz tʰ aː-0 ɗ i-5 uz h a-0 iz k ɔ-2 ŋmz f aː-3 iz t ɨ-5 ɗ i-0 tʰ ɛ-0 uz m ɛ-5
NHM_7_NU_S0006_122,audio_data/train/NHM_7_NU_S0006_122.wav,ɗ ɔ-4 l aː-1 ɲ ɨ-2 ŋz s aː-3 nz f ə-3 mz k uə-3 t͡ɕ əː-1 iz ɗ ə-4 tz ɓ aː-0 nz t͡ɕ ɔ-0,ɗ ɔ-4 l aː-1 ɲ ɨ-2 ŋz s aː-3 nz f ə-3 mz k uə-3 t͡ɕ əː-1 iz ɗ ə-4 tz ɓ aː-0 nz t͡ɕ ɔ-0
LDMT_Nam_6_S00047_21,audio_data/train/LDMT_Nam_6_S00047_21.wav,v e-1 ɲ aː-1 x i-3 t͡ɕ aː-3 k ɔ-4 tʰ ɨ-4 k w aː-3 ɣ i-1 ɲ ɨ-0 ɗ aː-2 h ɨə-4,v e-1 ɲ aː-1 x i-3 t͡ɕ aː-3 k ɔ-4 tʰ ɨ-4 k w aː-3 ɣ i-1 ɲ ɨ-0 ɗ aː-2 h ɨə-4
NHM_7_NU_S0006_134,audio_data/train/NHM_7_NU_S0006_134.wav,h u-1 ŋmz v ɨə-0 ŋz tʰ ɨ-4 s a-4 uz ɓ ɛ-1 nz t͡ɕ w iə-1 nz ŋ o-0 iz t͡ɕ ɔ-0 l aː-0 ŋz l iə-0 uz v aː-1 ɗ a-5 tz h aː-0 iz tʰ ɨ-4 ɓ eaː-4 ŋ̟z ə-4 iz ɓ eaː-4 ŋ̟z h i-1 ŋ̟z t͡ɕ ɔ-1 nz t ɨə-5 ŋz t͡ɕ ɨ-0 ŋz t͡ɕ ɔ-0 ɓ eaː-4 ŋ̟z t͡ɕ əː-1 iz l aː-1 z a-1 iz ɓ eaː-4 ŋ̟z h i-1 ŋ̟z v w o-0 ŋmz t ɨə-5 ŋz t͡ɕ ɨ-0 ŋz t͡ɕ ɔ-0 ɗ ə-4 tz l aː-1 ɓ eaː-4 ŋ̟z t͡ɕ ɨ-0 ŋz,h u-1 ŋmz v ɨə-0 ŋz tʰ ɨ-4 s a-4 uz ɓ ɛ-1 nz t͡ɕ w iə-1 nz ŋ o-0 iz t͡ɕ ɔ-0 l aː-0 ŋz l iə-0 uz v aː-1 ɗ a-5 tz h aː-0 iz tʰ ɨ-4 ɓ eaː-4 ŋ̟z ə-4 iz ɓ eaː-4 ŋ̟z h i-1 ŋ̟z t͡ɕ ɔ-1 nz t ɨə-5 ŋz t͡ɕ ɨ-0 ŋz t͡ɕ ɔ-0 ɓ eaː-4 ŋ̟z t͡ɕ əː-1 iz l aː-1 z a-1 iz ɓ eaː-4 ŋ̟z h i-1 ŋ̟z v w o-0 ŋmz t ɨə-5 ŋz t͡ɕ ɨ-0 ŋz t͡ɕ ɔ-0 ɗ ə-4 tz l aː-1 ɓ eaː-4 ŋ̟z t͡ɕ ɨ-0 ŋz
DNK_7_NU_S0048_8,audio_data/train/DNK_7_NU_S0048_8.wav,z a-0 uz s u-0 mz s w e-0 n ɨə-0 ŋz ɓ aː-2 iz,z a-0 uz s u-0 mz s w e-0 l ɨə-0 ŋz ɓ aː-2 iz
NDBA_7_NAM_S0010_67,audio_data/train/NDBA_7_NAM_S0010_67.wav,n ɔ-4 ɗ aː-2 k ɔ-4 k e-4 h w eaː-5 k̟z t w iə-5 tz v əː-1 iz,n ɔ-4 ɗ aː-2 k ɔ-4 k e-4 h w eaː-5 k̟z t w iə-5 tz v əː-1 iz
PTL_7_NU_S0008_2,audio_data/train/PTL_7_NU_S0008_2.wav,t əː-4 ɗ ɔ-5 kpz ɗ w aː-5 nz m o-5 tz k ə-5 uz ɗ ɔ-5 kpz ɗ w aː-5 nz h aː-0 iz ɲ ɛ-4,t əː-4 ɗ ɔ-5 kpz ɗ w aː-5 nz m o-5 tz k ə-5 uz ɗ ɔ-5 kpz ɗ w aː-5 nz h aː-0 iz ɲ ɛ-4
THA_7_NU_S0043_111,audio_data/train/THA_7_NU_S0043_111.wav,x i-0 tʰ ə-1 iz z aː-4 uz ɗ aː-0 ŋz v iə-4 tz ɓ aː-1 iz tʰ i-1 t͡ɕ ə-5 uz h w aː-0 ɓ i-5 z əː-0 iz v əː-2,x i-0 tʰ ə-1 iz z aː-4 uz ɗ aː-0 ŋz v iə-4 tz ɓ aː-1 iz tʰ i-1 t͡ɕ ə-5 uz h w aː-0 ɓ i-5 z əː-0 iz v əː-2
DNK_7_NU_S0048_298,audio_data/train/DNK_7_NU_S0048_298.wav,ɓ ɔ-3 v aː-1 uz l o-1 ŋmz s əː-0 nz k aː-0,ɓ ɔ-3 v aː-1 uz l o-1 ŋmz s əː-0 nz k aː-0
DNK_7_NU_S0048_47,audio_data/train/DNK_7_NU_S0048_47.wav,t͡ɕ ɔ-5 nz i-0 ɗ u-4 ŋmz,t͡ɕ ɔ-5 nz i-0 ɗ u-4 ŋmz
THA_7_NU_S0043_116,audio_data/train/THA_7_NU_S0043_116.wav,k ə-5 uz k ɔ-4 tʰ i-4 k̟z k eaː-4 k̟z z aː-3 iz k w iə-4 tz s ɨ-5 v iə-5 kz k uə-3 tʰ ə-1 iz z aː-4 uz x o-0 ŋmz,k ə-5 uz k ɔ-4 tʰ i-4 k̟z k eaː-4 k̟z z aː-3 iz k w iə-4 tz s ɨ-5 v iə-5 kz k uə-3 tʰ ə-1 iz z aː-4 uz x o-0 ŋmz
NHM_7_NU_S0006_87,audio_data/train/NHM_7_NU_S0006_87.wav,n ɨə-4 kz z ə-0 ŋz l e-0 nz k w o-1 nz k w o-5 nz,n ɨə-4 kz z ə-0 ŋz l e-0 nz k w o-1 nz k w o-5 nz
NDBA_7_NAM_S0010_122,audio_data/train/NDBA_7_NAM_S0010_122.wav,m ɛ-1 uz ɗ aː-2 ɗ ɨ-4 ŋz ɗ əː-5 s a-2 nz əː-0 t͡ɕ ɨə-4 kz k o-3 ŋmz v aː-1 z ɛ-0 uz l e-0 nz,m ɛ-1 uz ɗ aː-2 ɗ ɨ-4 ŋz ɗ əː-5 s a-2 nz əː-0 t͡ɕ ɨə-4 kz k o-3 ŋmz v aː-1 z ɛ-0 uz l e-0 nz
TTD_7_NAM_S0001_65,audio_data/train/TTD_7_NAM_S0001_65.wav,t əː-4 ɗ ɔ-5 kpz ɗ w aː-5 nz m o-5 tz k ə-5 uz ɗ ɔ-5 kpz ɗ w aː-5 nz h aː-0 iz t əː-4 ɗ ɔ-5 kpz ɗ w aː-5 nz ɓ aː-0,t əː-4 ɗ ɔ-5 kpz ɗ w aː-5 nz m o-5 tz k ə-5 uz ɗ ɔ-5 kpz ɗ w aː-5 nz h aː-0 iz t əː-4 ɗ ɔ-5 kpz ɗ w aː-5 nz ɓ aː-0
PTT_7_NU_S0041_93,audio_data/train/PTT_7_NU_S0041_93.wav,k aː-3 ɓ w o-3 iz t͡ɕ ɨə-0 h ɛ-1,k aː-3 ɓ w o-3 iz t͡ɕ ɨə-0 h ɛ-1
CNBA_Nu_6_S0003_137,audio_data/train/CNBA_Nu_6_S0003_137.wav,k aː-4 m a-0 ŋz t͡ɕ əː-5 tz ɣ a-5 pz k aː-4 m ə-5 pz,k aː-4 m a-0 ŋz t͡ɕ əː-5 tz ɣ a-5 pz k aː-4 m ə-5 pz
TTD_7_NAM_S0001_176,audio_data/train/TTD_7_NAM_S0001_176.wav,t͡ɕ ə-0 uz əː-0 iz t aː-0 ɓ aː-3 uz t͡ɕ ə-0 uz n a-1 iz,t͡ɕ ə-0 uz əː-0 iz t aː-0 ɓ aː-3 uz t͡ɕ ə-0 uz n a-1 iz
TTD_7_NAM_S0001_125,audio_data/train/TTD_7_NAM_S0001_125.wav,eaː-0 ŋ̟z t əː-4 t e-0 nz l aː-1 tʰ aː-4 iz k ɔ-1 nz t͡ɕ i-5 t əː-4 t e-0 nz l aː-1 z aː-0 ŋz,eaː-0 ŋ̟z t əː-4 t e-0 nz l aː-1 tʰ aː-4 iz k ɔ-1 nz t͡ɕ i-5 t əː-4 t e-0 nz l aː-1 z aː-0 ŋz
PTT_7_NU_S0041_79,audio_data/train/PTT_7_NU_S0041_79.wav,ɲ i-1 nz k ɔ-0 nz m a-4 tz l aː-4,ɲ i-1 nz k ɔ-0 nz m a-4 tz l aː-4
THA_Nu_6_S00042_19,audio_data/train/THA_Nu_6_S00042_19.wav,t iə-4 ŋz s o-3 t iə-4 ŋz s i-0 t iə-4 ŋz s ɛ-3,t iə-4 ŋz s o-3 t iə-4 ŋz s i-0 t iə-4 ŋz z ɛ-3
DNK_7_NU_S0048_173,audio_data/train/DNK_7_NU_S0048_173.wav,ɗ aː-1 nz k ɔ-1 ɓ aː-4 kz ɓ o-1 n o-0 ŋmz t͡ɕ u-4 ɓ ɔ-4 iz k aː-4 ɓ a-1 iz t͡ɕ i-0 mz k u-0 ɗ ɨ-4 ŋz i-0 mz ɲ ɨ-0 t ɨə-5 ŋz ɗ aː-4 h aː-5 k eaː-4 ŋ̟z z ɛ-0 uz m ɨ-1 ŋz ɣ ə-5 tz ɣ u-1 k aː-0 h aː-4 tz,ɗ aː-1 nz k ɔ-1 ɓ aː-4 kz ɓ o-1 n o-0 ŋmz t͡ɕ u-4 ɓ ɔ-4 iz k aː-4 ɓ a-1 iz t͡ɕ i-0 mz k u-0 ɗ ɨ-4 ŋz i-0 mz ɲ ɨ-0 t ɨə-5 ŋz ɗ aː-4 h aː-5 k eaː-4 ŋ̟z z ɛ-0 uz m ɨ-1 ŋz ɣ ə-5 tz ɣ u-1 k aː-0 h aː-4 tz
NNM_Nu_6_S00045_94,audio_data/train/NNM_Nu_6_S00045_94.wav,ɗ aː-0 ŋz n a-1 mz əː-0 ɗ ɔ-4,ɗ aː-0 ŋz n a-1 mz əː-0 ɗ ɔ-4
THA_Nu_6_S00042_189,audio_data/train/THA_Nu_6_S00042_189.wav,z əː-1 t əː-4 s ɛ-2 k e-3 t͡ɕ ɔ-0 k ə-5 uz k ə-0 uz t͡ɕ w iə-5 nz t͡ɕ iə-0 k w aː-1,z əː-1 t əː-4 s ɛ-2 k e-3 t͡ɕ ɔ-0 k ə-5 uz k ə-0 uz t͡ɕ w iə-5 nz t͡ɕ iə-0 k w aː-1
THA_Nu_6_S00042_140,audio_data/train/THA_Nu_6_S00042_140.wav,ɓ e-0 t əː-4 n o-4 iz v əː-4 iz m o-5 tz v i-1 z uə-1 t͡ɕ aː-3 s əː-5 ɣ i-1 z uə-1 t͡ɕ aː-3 s əː-5 tʰ i-0,ɓ e-0 t əː-4 n o-4 iz v əː-4 iz m o-5 tz v i-1 z uə-1 t͡ɕ aː-3 s əː-5 ɣ i-1 z uə-1 t͡ɕ aː-3 s əː-5 tʰ i-0
LDMT_Nam_6_S00047_11,audio_data/train/LDMT_Nam_6_S00047_11.wav,x i-0 ɛ-0 mz m əː-0 k ɔ-4 t͡ɕ i-5 əː-0 ɗ ɔ-4,x i-0 ɛ-0 mz m əː-0 k ɔ-4 t͡ɕ i-5 əː-0 ɗ ɔ-4
DNK_7_NU_S0048_229,audio_data/train/DNK_7_NU_S0048_229.wav,tʰ ə-4 iz s əː-0 nz k aː-0 ɗ ɔ-4 iz x aː-4 tz,tʰ ə-4 iz s əː-0 nz k aː-0 ɗ ɔ-4 iz x aː-4 tz
MK_7_NU_S0007_28,audio_data/train/MK_7_NU_S0007_28.wav,k ɔ-4 ɣ i-1 ŋ ə-2 mz ŋ i-2,k ɔ-4 ɣ i-1 ŋ ə-2 mz ŋ i-2
THA_Nu_6_S00042_121,audio_data/train/THA_Nu_6_S00042_121.wav,ɓ ɨə-2 ɗ ɔ-4 tʰ ɔ-3 z aː-0 ɓ əː-1 h o-1,ɓ ɨə-2 ɗ ɔ-4 tʰ ɔ-3 z aː-0 ɓ əː-1 h o-1
CNBA_Nu_6_S0003_57,audio_data/train/CNBA_Nu_6_S0003_57.wav,ɣ ə-1 nz t͡ɕ ɨə-0 ɓ aː-0 ɓ aː-5 nz v e-1 ɲ aː-1,ɣ ə-1 nz t͡ɕ ɨə-0 ɓ aː-0 ɓ aː-5 nz v e-1 ɲ aː-1
TPA_Nu_6_S0009_4,audio_data/train/TPA_Nu_6_S0009_4.wav,s aː-4 ŋz s aː-4 ŋz ɣ aː-1 t͡ɕ o-4 ŋmz ɣ a-4 iz v aː-0 ŋz,s aː-4 ŋz s aː-4 ŋz ɣ aː-1 t͡ɕ o-4 ŋmz ɣ a-4 iz v aː-0 ŋz
PTL_7_NU_S0008_87,audio_data/train/PTL_7_NU_S0008_87.wav,k aː-4 iz k o-3 tʰ u-5 tz ŋ a-4 nz tʰ u-5 tz z aː-0 tʰ u-5 tz z aː-1 iz v aː-1 uz z aː-0,k aː-4 iz k o-3 tʰ u-5 tz ŋ a-4 nz tʰ u-5 tz z aː-0 tʰ u-5 tz z aː-0 v aː-1 uz z aː-0
GQM_Nam_6_S0006_25,audio_data/train/GQM_Nam_6_S0006_25.wav,n ɔ-4 n ɔ-4 k w aː-4 t ɔ-0 l aː-1 mz t͡ɕ w o-5 tz k ɔ-0 nz s əː-5 l aː-1 mz t͡ɕ ɛ-3 k ɔ-0 nz z ə-4 tz s əː-5,n ɔ-4 n ɔ-4 k w aː-4 t ɔ-0 l aː-1 mz t͡ɕ w o-5 tz k ɔ-0 nz s əː-5 l aː-1 mz t͡ɕ ɛ-3 k ɔ-0 nz z ə-4 tz s əː-5
